Velocidade do compressor rpm, Vazão volumétrica m3/min,Pressão total Pa,Pressão estática Pa,Pressão dinâmica Pa,Temperatura do ar °C,Umidade do ar  %,Tensão monofasica volts,Corrente monofasica amp,FP,Potencia ativa Wattios,Potência reativa VAR
3480,NaN,"2534,31","2518,815","15,492","32,336","74,174","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2546,66","2525,283","21,38","32,064","74,348","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2566,91","2539,282","27,627","32,082","74,592","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2595,12","2561,022","34,097","32,399","74,705","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2632,86","2592,998","39,866","32,785","74,618","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2678,22","2634,157","44,058","32,935","74,412","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2728,30","2681,923","46,378","32,885","74,239","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2779,15","2732,423","46,729","32,842","74,169","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2827,13","2781,782","45,352","32,837","74,117","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2868,10","2825,885","42,211","32,849","74,066","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2897,97","2860,672","37,295","32,851","74,05","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2919,31","2888,141","31,17","32,832","74,031","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2935,12","2910,714","24,404","32,841","73,99","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2943,89","2926,559","17,328","32,902","73,921","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2944,10","2933,668","10,434","32,949","73,846","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2936,34","2931,796","4,539","32,937","73,468","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2924,82","2924,333","0,485","32,874","72,712","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2914,13","2915,514","-1,38","33,003","72,134","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2906,25","2907,512","-1,265","33,443","72,177","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2902,10","2901,85","0,246","33,858","72,782","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2901,39","2898,819","2,574","33,911","73,433","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2903,27","2898,028","5,241","33,57","73,652","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2905,13","2897,629","7,505","33,111","73,63","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2905,31","2896,597","8,71","32,886","73,643","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2902,96","2893,684","9,277","32,87","73,545","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2895,74","2886,179","9,559","32,872","73,309","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2883,12","2873,528","9,592","32,883","73,089","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2866,45","2856,923","9,531","32,901","73,037","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2848,03","2838,477","9,551","32,89","73,138","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2828,74","2818,702","10,042","32,832","73,292","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2808,58","2797,046","11,534","32,782","73,406","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2789,95","2775,966","13,98","32,846","73,48","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2771,54","2754,649","16,888","33,026","73,535","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2751,30","2731,313","19,983","33,16","73,529","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2731,83","2708,99","22,844","33,129","73,499","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2714,66","2689,732","24,923","32,976","73,457","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2699,29","2673,719","25,574","32,823","73,434","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2685,29","2660,428","24,865","32,759","73,511","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2671,99","2648,972","23,015","32,75","73,636","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2656,83","2636,226","20,605","32,744","73,708","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2638,82","2620,264","18,56","32,76","73,714","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2619,91","2602,284","17,623","32,787","73,648","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2604,01","2585,985","18,025","32,788","73,554","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2594,31","2575,388","18,926","32,766","73,459","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2592,33","2572,609","19,72","32,504","73,349","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2599,30","2579,275","20,024","31,92","73,314","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2614,04","2594,536","19,508","31,418","73,413","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2633,53","2614,94","18,586","31,364","73,571","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2655,20","2638,113","17,091","31,773","73,658","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2679,50","2664,439","15,059","32,333","73,64","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2706,02","2693,675","12,345","32,623","73,57","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2730,85","2722,284","8,567","32,673","73,383","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2754,20","2750,171","4,025","32,72","73,087","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2777,88","2778,864","-0,981","32,734","72,889","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2799,34","2804,928","-5,584","32,711","72,934","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2815,79","2824,977","-9,185","32,71","73,233","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2826,74","2838,159","-11,424","32,749","73,597","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2832,30","2844,574","-12,27","32,812","73,784","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2830,62","2842,508","-11,884","32,857","73,824","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2822,92","2833,447","-10,524","32,831","73,823","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2812,68","2821,108","-8,424","32,763","73,776","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2800,57","2807,01","-6,438","32,72","73,678","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2786,84","2791,507","-4,668","32,747","73,529","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2772,26","2774,524","-2,269","32,837","73,37","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2757,91","2757,683","0,222","32,911","73,254","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2744,96","2742,898","2,058","32,902","73,219","222,2","4,38","0,57","551,7","788,9"
3480,NaN,"2734,96","2731,555","3,408","32,824","73,305","222,2","4,38","0,57","551,7","788,9"
